Company,Instrument,Credit Rating,1Y Range,% Assets
Reserve Bank of India 91-D 28/11/2019,Treasury Bills,SOV,0.00 - 10.21,10.21
Power Grid Corporation 89-D 15/10/2019,Commercial Paper,A1+,0.00 - 5.14,5.14
Tata Capital Financial Services 61-D 21/10/2019,Commercial Paper,A1+,0.00 - 5.13,5.13
ICICI Securities 57-D 25/10/2019,Commercial Paper,A1+,0.00 - 5.13,5.13
Reserve Bank of India 182-D 17/10/2019,Treasury Bills,SOV,0.00 - 15.91,5.13
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 8.21,5.11
Bank of Baroda 2019,Certificate of Deposit,A1+,0.00 - 5.11,5.11
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 5.10,5.10
SIDBI 2019,Certificate of Deposit,A1+,0.00 - 5.10,5.10
National Bank Agr. Rur. Devp 2019,Commercial Paper,A1+,0.00 - 5.09,5.09
Reserve Bank of India 182-D 19/12/2019,Treasury Bills,SOV,0.00 - 5.09,5.09
Bajaj Finance 91-D 16/12/2019,Commercial Paper,A1+,0.00 - 5.09,5.09
HDFC 329-D 13/12/2019,Commercial Paper,A1+,0.00 - 5.09,5.09
6.05% HDFC Bank 2019,Fixed Deposits,-,0.00 - 4.12,4.12
6.2% Axis Bank 2019,Fixed Deposits,-,0.00 - 4.12,4.12
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 4.08,4.08
345. BOI AXA Liquid Fund - Regular Plan
LIC Housing Fin. 85-D 23/10/2019,Commercial Paper,A1+,0.00 - 10.26,10.26
Reserve Bank of India 91-D 28/11/2019,Treasury Bills,SOV,0.00 - 10.21,10.21
Power Grid Corporation 89-D 15/10/2019,Commercial Paper,A1+,0.00 - 5.14,5.14
Tata Capital Financial Services 61-D 21/10/2019,Commercial Paper,A1+,0.00 - 5.13,5.13
ICICI Securities 57-D 25/10/2019,Commercial Paper,A1+,0.00 - 5.13,5.13
Reserve Bank of India 182-D 17/10/2019,Treasury Bills,SOV,0.00 - 15.91,5.13
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 8.21,5.11
Bank of Baroda 2019,Certificate of Deposit,A1+,0.00 - 5.11,5.11
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 5.10,5.10
SIDBI 2019,Certificate of Deposit,A1+,0.00 - 5.10,5.10
National Bank Agr. Rur. Devp 2019,Commercial Paper,A1+,0.00 - 5.09,5.09
Reserve Bank of India 182-D 19/12/2019,Treasury Bills,SOV,0.00 - 5.09,5.09
Bajaj Finance 91-D 16/12/2019,Commercial Paper,A1+,0.00 - 5.09,5.09
HDFC 329-D 13/12/2019,Commercial Paper,A1+,0.00 - 5.09,5.09
6.05% HDFC Bank 2019,Fixed Deposits,-,0.00 - 4.12,4.12
6.2% Axis Bank 2019,Fixed Deposits,-,0.00 - 4.12,4.12
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 4.08,4.08
348. BOI AXA Short Term Income Fund - Direct Plan
8.4% IRFC 2029,Debenture,AAA,0.00 - 10.69,10.69
8.02% BPCL 2024,Debenture,AAA,0.00 - 10.53,10.53
7.17% GOI 2028,GOI Securities,SOV,0.00 - 10.41,10.41
8.35% REC 2022,Debenture,AAA,0.00 - 10.39,10.39
6% Coffee Day Natural Resources 2019,Debenture,D,0.00 - 10.01,10.01
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 11.46,9.94
9.49% Avendus Finance 2020,Debenture,A+,2.31 - 8.14,8.14
8.58% Aadhar Housing Finance 2020,Structured Obligation,AA,0.00 - 18.89,8.02
8.64% IDFC First Bank 2020,Debenture,AA,0.00 - 6.11,6.11
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 3.97,3.97
Sintex-BAPL 2020,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2021,Debenture,D,0.00 - 0.00,0.00
349. BOI AXA Short Term Income Fund - Regular Plan
8.4% IRFC 2029,Debenture,AAA,0.00 - 10.69,10.69
8.02% BPCL 2024,Debenture,AAA,0.00 - 10.53,10.53
7.17% GOI 2028,GOI Securities,SOV,0.00 - 10.41,10.41
8.35% REC 2022,Debenture,AAA,0.00 - 10.39,10.39
6% Coffee Day Natural Resources 2019,Debenture,D,0.00 - 10.01,10.01
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 11.46,9.94
9.49% Avendus Finance 2020,Debenture,A+,2.31 - 8.14,8.14
8.58% Aadhar Housing Finance 2020,Structured Obligation,AA,0.00 - 18.89,8.02
8.64% IDFC First Bank 2020,Debenture,AA,0.00 - 6.11,6.11
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 3.97,3.97
Sintex-BAPL 2020,Debenture,D,0.00 - 0.00,0.00
Sintex-BAPL 2021,Debenture,D,0.00 - 0.00,0.00
350. BOI AXA Ultra Short Duration Fund - Direct Plan
9.49% Avendus Finance 2020,Debenture,A+,5.10 - 10.32,8.51
9.3434% M&M Financial Services 2020,Bonds/Debentures,AAA,0.00 - 8.29,8.29
7.65% National Housing Bank 2022,Debenture,AAA,0.00 - 8.24,8.24
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 8.42,8.09
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 8.00,8.00
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 8.00,8.00
SIDBI 2020,Commercial Paper,A1+,0.00 - 8.00,8.00
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 7.99,7.99
Export-Import Bank 2020,Certificate of Deposit,A1+,0.00 - 8.29,7.98
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 7.87,7.87
8.5937% LIC Housing Fin. 2019,Debenture,AAA,0.00 - 6.58,6.58
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 6.07,6.07
8.35% REC 2022,Debenture,AAA,0.00 - 1.67,1.67
Power Finance Corp. 2023,Bonds,AAA,0.00 - 1.66,1.66
351. BOI AXA Ultra Short Duration Fund - Regular Plan
9.49% Avendus Finance 2020,Debenture,A+,5.10 - 10.32,8.51
9.3434% M&M Financial Services 2020,Bonds/Debentures,AAA,0.00 - 8.29,8.29
7.65% National Housing Bank 2022,Debenture,AAA,0.00 - 8.24,8.24
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 8.42,8.09
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 8.00,8.00
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 8.00,8.00
SIDBI 2020,Commercial Paper,A1+,0.00 - 8.00,8.00
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 7.99,7.99
Export-Import Bank 2020,Certificate of Deposit,A1+,0.00 - 8.29,7.98
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 7.87,7.87
8.5937% LIC Housing Fin. 2019,Debenture,AAA,0.00 - 6.58,6.58
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 6.07,6.07
8.35% REC 2022,Debenture,AAA,0.00 - 1.67,1.67
Power Finance Corp. 2023,Bonds,AAA,0.00 - 1.66,1.66
360. Canara Robeco Corporate Bond Fund - Direct Plan
7.65% SIDBI 2021,Debenture,AAA,7.35 - 8.79,8.26
Aditya Birla Finance 2021,Debenture,AAA,6.03 - 7.55,7.31
7.93% NTPC 2022,Non Convertible Debenture,AAA,0.00 - 5.90,5.59
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,4.97 - 5.94,5.57
9% M&M Financial Services 2021,Debenture,AAA,4.87 - 5.81,5.47
7.8005% L&T Finance 2020,Debenture,AAA,0.00 - 5.78,5.43
9.35% Power Grid Corporation 2023,Bonds/NCDs,AAA,2.56 - 3.11,2.94
8.95% Reliance Industries 2028,Debenture,AAA,0.00 - 3.05,2.89
8.3% NTPC 2029,Debenture,AAA,0.00 - 3.03,2.86
8.27% Rajasthan State 2022,State Development Loan,SOV,0.00 - 2.98,2.82
8.13% Power Grid Corporation 2022,Bonds,AAA,2.46 - 2.97,2.80
8.58% HDFC 2022,Debenture,AAA,0.00 - 2.94,2.80
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 2.90,2.78
8.36% Power Finance Corp. 2020,Bonds,AAA,2.49 - 2.93,2.76
7.99% HDFC 2024,Debenture,AAA,0.00 - 2.87,2.76
8.1% M&M Financial Services 2020,Debenture,AAA,2.74 - 5.04,2.74
7.5% Power Finance Corp. 2021,Debenture,AAA,2.42 - 2.89,2.74
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 2.89,2.73
7.2% LIC Housing Fin. 2020,Debenture,AAA,2.73 - 5.00,2.73
7.75% LIC Housing Fin. 2024,Debenture,AAA,0.00 - 2.73,2.73
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 2.83,2.71
7.5% IRFC 2029,Debenture,AAA,0.00 - 2.71,2.71
7.48% IRFC 2029,Non Convertible Debenture,AAA,0.00 - 2.78,2.70
361. Canara Robeco Corporate Bond Fund - Regular Plan
7.65% SIDBI 2021,Debenture,AAA,7.35 - 8.79,8.26
Aditya Birla Finance 2021,Debenture,AAA,6.03 - 7.55,7.31
7.93% NTPC 2022,Non Convertible Debenture,AAA,0.00 - 5.90,5.59
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,4.97 - 5.94,5.57
9% M&M Financial Services 2021,Debenture,AAA,4.87 - 5.81,5.47
7.8005% L&T Finance 2020,Debenture,AAA,0.00 - 5.78,5.43
9.35% Power Grid Corporation 2023,Bonds/NCDs,AAA,2.56 - 3.11,2.94
8.95% Reliance Industries 2028,Debenture,AAA,0.00 - 3.05,2.89
8.3% NTPC 2029,Debenture,AAA,0.00 - 3.03,2.86
8.27% Rajasthan State 2022,State Development Loan,SOV,0.00 - 2.98,2.82
8.13% Power Grid Corporation 2022,Bonds,AAA,2.46 - 2.97,2.80
8.58% HDFC 2022,Debenture,AAA,0.00 - 2.94,2.80
7.9% National Bank Agr. Rur. Devp 2022,Non Convertible Debenture,AAA,0.00 - 2.90,2.78
8.36% Power Finance Corp. 2020,Bonds,AAA,2.49 - 2.93,2.76
7.99% HDFC 2024,Debenture,AAA,0.00 - 2.87,2.76
8.1% M&M Financial Services 2020,Debenture,AAA,2.74 - 5.04,2.74
7.5% Power Finance Corp. 2021,Debenture,AAA,2.42 - 2.89,2.74
7.07% Reliance Industries 2020,Bonds/Debentures,AAA,0.00 - 2.89,2.73
7.2% LIC Housing Fin. 2020,Debenture,AAA,2.73 - 5.00,2.73
7.75% LIC Housing Fin. 2024,Debenture,AAA,0.00 - 2.73,2.73
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 2.83,2.71
7.5% IRFC 2029,Debenture,AAA,0.00 - 2.71,2.71
7.48% IRFC 2029,Non Convertible Debenture,AAA,0.00 - 2.78,2.70
364. Canara Robeco Dynamic Bond Fund - Direct Plan
7.27% GOI 2026,GOI Securities,SOV,0.00 - 16.67,16.67
6.79% GOI 2029,GOI Securities,SOV,0.00 - 13.68,13.68
7.57% GOI 2033,GOI Securities,SOV,0.00 - 17.06,9.63
8.81% SIDBI 2022,Debenture,AAA,4.57 - 9.77,4.77
7.32% GOI 2024,GOI Securities,SOV,0.00 - 13.78,4.75
8.56% REC 2028,Debenture,AAA,0.00 - 4.78,4.71
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 8.81,4.53
Reserve Bank of India 364-D 27/08/2020,Treasury Bills,SOV,0.00 - 4.37,4.37
7.95% GOI 2032,GOI Securities,SOV,0.00 - 12.54,0.98
6.68% GOI 2031,GOI Securities,SOV,0.17 - 0.21,0.21
365. Canara Robeco Dynamic Bond Fund - Regular Plan
7.27% GOI 2026,GOI Securities,SOV,0.00 - 16.67,16.67
6.79% GOI 2029,GOI Securities,SOV,0.00 - 13.68,13.68
7.57% GOI 2033,GOI Securities,SOV,0.00 - 17.06,9.63
8.81% SIDBI 2022,Debenture,AAA,4.57 - 9.77,4.77
7.32% GOI 2024,GOI Securities,SOV,0.00 - 13.78,4.75
8.56% REC 2028,Debenture,AAA,0.00 - 4.78,4.71
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 8.81,4.53
Reserve Bank of India 364-D 27/08/2020,Treasury Bills,SOV,0.00 - 4.37,4.37
7.95% GOI 2032,GOI Securities,SOV,0.00 - 12.54,0.98
6.68% GOI 2031,GOI Securities,SOV,0.17 - 0.21,0.21
368. Canara Robeco Fixed Maturity Plan Series 8 - Direct Plan
Sundaram Finance 2021,Debenture,AAA,9.88 - 10.05,10.05
Aditya Birla Finance 2021,Debenture,AAA,9.89 - 10.01,10.00
7.47% Power Finance Corp. 2021,Bonds,AAA,9.28 - 9.88,9.28
8.4% Power Grid Corporation 2021,Bonds,AAA,9.22 - 9.83,9.22
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,9.16 - 9.82,9.16
9.4041% L&T Housing Finance 2021,Debenture,AAA,9.06 - 9.91,9.06
7.65% SIDBI 2021,Debenture,AAA,9.05 - 9.67,9.05
7.67% LIC Housing Fin. 2021,Bonds,AAA,9.01 - 9.53,9.01
7.7% REC 2021,Bonds/NCDs,AAA,9.00 - 9.68,9.00
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,6.97 - 7.51,6.97
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,2.11 - 2.27,2.11
369. Canara Robeco Fixed Maturity Plan Series 8 - Regular Plan
Sundaram Finance 2021,Debenture,AAA,9.88 - 10.05,10.05
Aditya Birla Finance 2021,Debenture,AAA,9.89 - 10.01,10.00
7.47% Power Finance Corp. 2021,Bonds,AAA,9.28 - 9.88,9.28
8.4% Power Grid Corporation 2021,Bonds,AAA,9.22 - 9.83,9.22
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,9.16 - 9.82,9.16
9.4041% L&T Housing Finance 2021,Debenture,AAA,9.06 - 9.91,9.06
7.65% SIDBI 2021,Debenture,AAA,9.05 - 9.67,9.05
7.67% LIC Housing Fin. 2021,Bonds,AAA,9.01 - 9.53,9.01
7.7% REC 2021,Bonds/NCDs,AAA,9.00 - 9.68,9.00
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,6.97 - 7.51,6.97
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,2.11 - 2.27,2.11
370. Canara Robeco Gilt Fund - Direct Plan
7.27% GOI 2026,GOI Securities,SOV,0.00 - 36.74,34.16
7.57% GOI 2033,GOI Securities,SOV,0.00 - 27.78,18.84
6.35% GOI 2020,GOI Securities,SOV,0.00 - 17.99,17.99
8.3% Gujarat State 2029,State Development Loan,SOV,0.00 - 7.51,6.43
7.26% GOI 2029,GOI Securities,SOV,0.00 - 35.28,6.22
7.95% GOI 2032,GOI Securities,SOV,0.00 - 30.58,5.13
7.17% GOI 2028,GOI Securities,SOV,2.11 - 36.06,2.12
8.13% GOI 2045,GOI Securities,SOV,0.13 - 0.16,0.13
371. Canara Robeco Gilt Fund - Regular Plan
7.27% GOI 2026,GOI Securities,SOV,0.00 - 36.74,34.16
7.57% GOI 2033,GOI Securities,SOV,0.00 - 27.78,18.84
6.35% GOI 2020,GOI Securities,SOV,0.00 - 17.99,17.99
8.3% Gujarat State 2029,State Development Loan,SOV,0.00 - 7.51,6.43
7.26% GOI 2029,GOI Securities,SOV,0.00 - 35.28,6.22
7.95% GOI 2032,GOI Securities,SOV,0.00 - 30.58,5.13
7.17% GOI 2028,GOI Securities,SOV,2.11 - 36.06,2.12
8.13% GOI 2045,GOI Securities,SOV,0.13 - 0.16,0.13
372. Canara Robeco Income Fund - Direct Plan
7.57% GOI 2033,GOI Securities,SOV,0.00 - 9.95,8.32
8.24% Power Grid Corporation 2029,Debenture,AAA,0.00 - 4.96,4.93
8.3% NTPC 2029,Debenture,AAA,0.00 - 9.98,4.90
8.8% LIC Housing Fin. 2029,Debenture,AAA,0.00 - 10.02,4.89
7.62% GOI 2039,GOI Securities,SOV,0.00 - 4.88,4.88
8.65% Reliance Industries 2028,Non Convertible Debenture,AAA,0.00 - 4.95,4.85
8.33% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 4.76,4.76
7.69% National Bank Agr. Rur. Devp 2024,Non Convertible Debenture,AAA,0.00 - 4.73,4.73
7.99% HDFC 2024,Debenture,AAA,0.00 - 4.72,4.72
7.5% Power Finance Corp. 2021,Debenture,AAA,4.60 - 9.73,4.68
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 4.79,4.64
8.35% IRFC 2029,Debenture,AAA,0.00 - 3.97,3.91
7.17% GOI 2028,GOI Securities,SOV,0.00 - 14.50,2.86
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,1.85 - 2.00,1.91
8.47% Maharashtra State 2026,State Development Loan,SOV,0.26 - 0.28,0.28
373. Canara Robeco Income Fund - Regular Plan
7.57% GOI 2033,GOI Securities,SOV,0.00 - 9.95,8.32
8.24% Power Grid Corporation 2029,Debenture,AAA,0.00 - 4.96,4.93
8.3% NTPC 2029,Debenture,AAA,0.00 - 9.98,4.90
8.8% LIC Housing Fin. 2029,Debenture,AAA,0.00 - 10.02,4.89
7.62% GOI 2039,GOI Securities,SOV,0.00 - 4.88,4.88
8.65% Reliance Industries 2028,Non Convertible Debenture,AAA,0.00 - 4.95,4.85
8.33% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 4.76,4.76
7.69% National Bank Agr. Rur. Devp 2024,Non Convertible Debenture,AAA,0.00 - 4.73,4.73
7.99% HDFC 2024,Debenture,AAA,0.00 - 4.72,4.72
7.5% Power Finance Corp. 2021,Debenture,AAA,4.60 - 9.73,4.68
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 4.79,4.64
8.35% IRFC 2029,Debenture,AAA,0.00 - 3.97,3.91
7.17% GOI 2028,GOI Securities,SOV,0.00 - 14.50,2.86
8.39% National Bank Agr. Rur. Devp 19-D 19/07/2021,Debenture,AAA,1.85 - 2.00,1.91
8.47% Maharashtra State 2026,State Development Loan,SOV,0.26 - 0.28,0.28
374. Canara Robeco Liquid Fund - Direct Plan
CESC 90-D 10/10/2019,Commercial Paper,A1+,0.00 - 9.97,9.97
Tata Capital Financial Services 91-D 11/10/2019,Commercial Paper,A1+,0.00 - 9.97,9.97
Power Grid Corporation 29-D 11/10/2019,Commercial Paper,A1+,0.00 - 4.99,4.99
HPCL 39-D 15/10/2019,Commercial Paper,A1+,0.00 - 4.98,4.98
Indian Oil Corp. 56-D 08/11/2019,Commercial Paper,A1+,0.00 - 4.97,4.97
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 4.96,4.96
Blue Star 60-D 19/11/2019,Commercial Paper,A1+,0.00 - 4.96,4.96
ICICI Securities 59-D 15/11/2019,Commercial Paper,A1+,0.00 - 4.96,4.96
Century Textiles & Inds. 60-D 25/11/2019,Commercial Paper,A1+,0.00 - 4.95,4.95
Berger Paints India 28-D 04/10/2019,Commercial Paper,A1+,0.00 - 3.49,3.49
Berger Paints India 34-D 21/10/2019,Commercial Paper,A1+,0.00 - 2.99,2.99
Berger Paints India 38-D 25/10/2019,Commercial Paper,A1+,0.00 - 2.99,2.99
The Ramco Cements 58-D 11/10/2019,Commercial Paper,A1+,0.00 - 2.99,2.99
Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 2.50,2.50
Ultratech Cement 62-D 03/10/2019,Commercial Paper,A1+,0.00 - 2.50,2.50
Axis Finance 90-D 15/10/2019,Commercial Paper,A1+,0.00 - 2.49,2.49
National Fertilizers 54-D 05/11/2019,Commercial Paper,A1+,0.00 - 2.48,2.48
375. Canara Robeco Liquid Fund - Regular Plan
CESC 90-D 10/10/2019,Commercial Paper,A1+,0.00 - 9.97,9.97
Tata Capital Financial Services 91-D 11/10/2019,Commercial Paper,A1+,0.00 - 9.97,9.97
Power Grid Corporation 29-D 11/10/2019,Commercial Paper,A1+,0.00 - 4.99,4.99
HPCL 39-D 15/10/2019,Commercial Paper,A1+,0.00 - 4.98,4.98
Indian Oil Corp. 56-D 08/11/2019,Commercial Paper,A1+,0.00 - 4.97,4.97
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 4.96,4.96
Blue Star 60-D 19/11/2019,Commercial Paper,A1+,0.00 - 4.96,4.96
ICICI Securities 59-D 15/11/2019,Commercial Paper,A1+,0.00 - 4.96,4.96
Century Textiles & Inds. 60-D 25/11/2019,Commercial Paper,A1+,0.00 - 4.95,4.95
Berger Paints India 28-D 04/10/2019,Commercial Paper,A1+,0.00 - 3.49,3.49
Berger Paints India 34-D 21/10/2019,Commercial Paper,A1+,0.00 - 2.99,2.99
Berger Paints India 38-D 25/10/2019,Commercial Paper,A1+,0.00 - 2.99,2.99
The Ramco Cements 58-D 11/10/2019,Commercial Paper,A1+,0.00 - 2.99,2.99
Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 2.50,2.50
Ultratech Cement 62-D 03/10/2019,Commercial Paper,A1+,0.00 - 2.50,2.50
Axis Finance 90-D 15/10/2019,Commercial Paper,A1+,0.00 - 2.49,2.49
National Fertilizers 54-D 05/11/2019,Commercial Paper,A1+,0.00 - 2.48,2.48
376. Canara Robeco Liquid Fund - Unclaimed Plan
CESC 90-D 10/10/2019,Commercial Paper,A1+,0.00 - 9.97,9.97
Tata Capital Financial Services 91-D 11/10/2019,Commercial Paper,A1+,0.00 - 9.97,9.97
Power Grid Corporation 29-D 11/10/2019,Commercial Paper,A1+,0.00 - 4.99,4.99
HPCL 39-D 15/10/2019,Commercial Paper,A1+,0.00 - 4.98,4.98
Indian Oil Corp. 56-D 08/11/2019,Commercial Paper,A1+,0.00 - 4.97,4.97
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 4.96,4.96
Blue Star 60-D 19/11/2019,Commercial Paper,A1+,0.00 - 4.96,4.96
ICICI Securities 59-D 15/11/2019,Commercial Paper,A1+,0.00 - 4.96,4.96
Century Textiles & Inds. 60-D 25/11/2019,Commercial Paper,A1+,0.00 - 4.95,4.95
Berger Paints India 28-D 04/10/2019,Commercial Paper,A1+,0.00 - 3.49,3.49
Berger Paints India 34-D 21/10/2019,Commercial Paper,A1+,0.00 - 2.99,2.99
Berger Paints India 38-D 25/10/2019,Commercial Paper,A1+,0.00 - 2.99,2.99
The Ramco Cements 58-D 11/10/2019,Commercial Paper,A1+,0.00 - 2.99,2.99
Indian Bank 2019,Certificate of Deposit,A1+,0.00 - 2.50,2.50
Ultratech Cement 62-D 03/10/2019,Commercial Paper,A1+,0.00 - 2.50,2.50
Axis Finance 90-D 15/10/2019,Commercial Paper,A1+,0.00 - 2.49,2.49
National Fertilizers 54-D 05/11/2019,Commercial Paper,A1+,0.00 - 2.48,2.48
377. Canara Robeco Savings Fund - Direct Plan
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 6.98,6.90
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 6.97,6.89
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 4.73,4.67
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 4.62,4.60
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 4.65,4.60
HDFC 352-D 28/02/2020,Commercial Paper,A1+,0.00 - 4.64,4.60
Axis Finance 273-D 06/03/2020,Commercial Paper,A1+,0.00 - 4.61,4.59
8.48% M&M Financial Services 2020,Debenture,AAA,3.50 - 4.66,3.51
Kotak Mahindra Prime 2020,Debenture,AAA,0.00 - 2.71,2.70
8.2534% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,0.00 - 2.42,2.39
8.65% REC 2020,Bonds,AAA,0.00 - 2.40,2.37
7.85% Sundaram Finance 2020,Debenture,AAA,2.36 - 3.14,2.37
8.35% IDFC First Bank 2020,Debenture,AA+,0.00 - 2.44,2.35
7.65% L&T Finance 2020,Non Convertible Debenture,AAA,0.00 - 2.85,2.33
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.85,2.33
ICICI Bank 2019,Certificate of Deposit,A1+,0.00 - 2.55,2.33
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 2.85,2.33
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 2.84,2.33
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.31,2.30
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 2.50,2.30
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 2.51,2.30
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 2.51,2.30
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 2.51,2.30
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.30,2.29
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 2.31,2.28
378. Canara Robeco Savings Fund - Regular Plan
Andhra Bank 2020,Certificate of Deposit,A1+,0.00 - 6.98,6.90
Bank of Baroda 2020,Certificate of Deposit,A1+,0.00 - 6.97,6.89
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 4.73,4.67
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 4.62,4.60
HDFC Bank 2020,Certificate of Deposit,A1+,0.00 - 4.65,4.60
HDFC 352-D 28/02/2020,Commercial Paper,A1+,0.00 - 4.64,4.60
Axis Finance 273-D 06/03/2020,Commercial Paper,A1+,0.00 - 4.61,4.59
8.48% M&M Financial Services 2020,Debenture,AAA,3.50 - 4.66,3.51
Kotak Mahindra Prime 2020,Debenture,AAA,0.00 - 2.71,2.70
8.2534% LIC Housing Fin. 2021,Non Convertible Debenture,AAA,0.00 - 2.42,2.39
8.65% REC 2020,Bonds,AAA,0.00 - 2.40,2.37
7.85% Sundaram Finance 2020,Debenture,AAA,2.36 - 3.14,2.37
8.35% IDFC First Bank 2020,Debenture,AA+,0.00 - 2.44,2.35
7.65% L&T Finance 2020,Non Convertible Debenture,AAA,0.00 - 2.85,2.33
Axis Bank 2019,Certificate of Deposit,A1+,0.00 - 2.85,2.33
ICICI Bank 2019,Certificate of Deposit,A1+,0.00 - 2.55,2.33
Indusind Bank 2019,Certificate of Deposit,A1+,0.00 - 2.85,2.33
Kotak Mahindra Bank 2019,Certificate of Deposit,A1+,0.00 - 2.84,2.33
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.31,2.30
HDFC 362-D 02/03/2020,Commercial Paper,A1+,0.00 - 2.50,2.30
National Bank Agr. Rur. Devp 2020,Commercial Paper,A1+,0.00 - 2.51,2.30
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 2.51,2.30
National Bank Agr. Rur. Devp 2020,Certificate of Deposit,A1+,0.00 - 2.51,2.30
ICICI Bank 2020,Certificate of Deposit,A1+,0.00 - 2.30,2.29
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 2.31,2.28
379. Canara Robeco Short Duration Fund - Direct Plan
Axis Bank 2020,Certificate of Deposit,A1+,0.00 - 9.19,5.80
SIDBI 2020,Certificate of Deposit,A1+,0.00 - 8.25,5.76
8.58% HDFC 2022,Debenture,AAA,0.00 - 6.32,5.12
7.93% NTPC 2022,Non Convertible Debenture,AAA,0.00 - 5.11,3.65
7.87% Larsen & Toubro 2022,Non Convertible Debenture,AAA,0.00 - 4.47,3.62
7.58% LIC Housing Fin. 2020,Debenture,AAA,3.58 - 6.28,3.58
7.6% Aditya Birla Finance 2020,Debenture,AAA,0.00 - 5.24,3.56
7.17% Reliance Industries 2022,Non Convertible Debenture,AAA,0.00 - 4.38,3.55
Indian Bank 2020,Certificate of Deposit,A1+,0.00 - 4.76,3.48
