Company,Instrument,Credit Rating,1Y Range,% Assets
8.32% Reliance Jio Infocomm 2021,Debenture,AAA,0.71 - 1.04,1.04
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 1.03,1.03
8.75% Axis Bank,Bonds/Debentures,AA+,0.35 - 0.51,0.51
Reliance Jio Infocomm 2023,Non Convertible Debenture,AAA,0.35 - 0.51,0.51
9.21% Punjab National Bank,Bonds,A,0.00 - 0.51,0.51
9.1% Union Bank of India,Bonds,AA,0.34 - 0.51,0.51
9.08% Union Bank of India 2099,Bonds,AA,0.34 - 0.51,0.51
8.6% Canara Bank,Bonds,AA,0.35 - 0.50,0.50
7.73% Power Finance Corp. 2021,Non Convertible Debenture,AAA,0.27 - 0.39,0.39
M&M Financial Services 2020,Debenture,AAA,0.20 - 0.31,0.31
Aarish Solar Power Ltd. 2027,Zero Coupon Bonds,AA-,0.17 - 0.24,0.24
8.32% Power Grid Corporation 2020,Bonds,AAA,0.14 - 0.21,0.21
8.61% M&M Financial Services 2019,Non Convertible Debenture,AAA,0.14 - 0.21,0.21
9.14% Bank of Baroda,Bonds,AA,0.14 - 0.21,0.21
8.49% HDFC 2020,Debenture,AAA,0.20 - 0.98,0.20
9% Union Bank of India 2099,Bonds,AA-,0.07 - 0.10,0.10
JM Fin Asset Reconstruction co 2020,Debenture,AA-,0.01 - 0.01,0.01
766. HDFC Hybrid Debt Fund
7.26% GOI 2029,GOI Securities,SOV,0.00 - 9.83,9.83
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 3.44,3.44
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 2.51,2.51
State Bank of India,Bonds/NCDs,AAA,2.17 - 2.44,2.44
9.3% Tata International,Bonds,A+,1.82 - 2.07,2.07
8.3% IRFC 2029,Debenture,AAA,0.00 - 1.98,1.98
8.65% Reliance Industries 2028,Non Convertible Debenture,AAA,0.00 - 1.79,1.79
9.02% REC 2022,Bonds,AAA,0.00 - 1.79,1.79
9.25% Power Finance Corp. 2024,Non Convertible Debenture,AAA,0.00 - 3.45,1.79
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 1.79,1.78
Tata Realty and Infrastructure 2020,Debenture,AA,1.45 - 1.77,1.77
8.15% National Bank Agr. Rur. Devp 2029,Non Convertible Debenture,AAA,0.00 - 2.44,1.76
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 1.76,1.76
8.85% HDFC Bank 2099,Bonds,AA+,1.50 - 2.12,1.74
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 1.70,1.70
9.55% Canara Bank,Bonds,AA-,0.00 - 1.67,1.67
10.99% Andhra Bank 2050,Bonds,A+,1.39 - 1.57,1.57
4% HPCL Mittal Energy 2021,Debenture,AA+,0.00 - 1.51,1.51
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,1.27 - 1.45,1.45
7.57% GOI 2033,GOI Securities,SOV,0.00 - 1.44,1.44
6.79% GOI 2029,GOI Securities,SOV,0.00 - 2.05,1.37
9.1% Union Bank of India,Bonds,AA,1.17 - 1.34,1.34
8.79% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 1.25,1.25
Tata Power 2021,Bonds/NCDs,AA-,1.12 - 1.24,1.24
11.25% Syndicate Bank 2050,Debenture,A+,0.00 - 1.07,1.07
767. HDFC Hybrid Debt Fund - Direct Plan
7.26% GOI 2029,GOI Securities,SOV,0.00 - 9.83,9.83
8.3% REC 2029,Non Convertible Debenture,AAA,0.00 - 3.44,3.44
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 2.51,2.51
State Bank of India,Bonds/NCDs,AAA,2.17 - 2.44,2.44
9.3% Tata International,Bonds,A+,1.82 - 2.07,2.07
8.3% IRFC 2029,Debenture,AAA,0.00 - 1.98,1.98
8.65% Reliance Industries 2028,Non Convertible Debenture,AAA,0.00 - 1.79,1.79
9.02% REC 2022,Bonds,AAA,0.00 - 1.79,1.79
9.25% Power Finance Corp. 2024,Non Convertible Debenture,AAA,0.00 - 3.45,1.79
8.27% Nat. Highways Authority 2029,Debenture,AAA,0.00 - 1.79,1.78
Tata Realty and Infrastructure 2020,Debenture,AA,1.45 - 1.77,1.77
8.15% National Bank Agr. Rur. Devp 2029,Non Convertible Debenture,AAA,0.00 - 2.44,1.76
7.99% State Bank of India 2029,Non Convertible Debenture,AAA,0.00 - 1.76,1.76
8.85% HDFC Bank 2099,Bonds,AA+,1.50 - 2.12,1.74
7.32% NTPC 2029,Non Convertible Debenture,AAA,0.00 - 1.70,1.70
9.55% Canara Bank,Bonds,AA-,0.00 - 1.67,1.67
10.99% Andhra Bank 2050,Bonds,A+,1.39 - 1.57,1.57
4% HPCL Mittal Energy 2021,Debenture,AA+,0.00 - 1.51,1.51
8.7% Reliance Jio Infocomm 2021,Debenture,AAA,1.27 - 1.45,1.45
7.57% GOI 2033,GOI Securities,SOV,0.00 - 1.44,1.44
6.79% GOI 2029,GOI Securities,SOV,0.00 - 2.05,1.37
9.1% Union Bank of India,Bonds,AA,1.17 - 1.34,1.34
8.79% LIC Housing Fin. 2024,Non Convertible Debenture,AAA,0.00 - 1.25,1.25
Tata Power 2021,Bonds/NCDs,AA-,1.12 - 1.24,1.24
11.25% Syndicate Bank 2050,Debenture,A+,0.00 - 1.07,1.07
768. HDFC Hybrid Equity Fund
7.4% Tata Sons 2022,Debenture,AAA,2.53 - 2.83,2.78
8.75% Axis Bank 2022,Bonds,AA+,1.50 - 1.67,1.64
7.16% GOI 2023,Central Government Loan,SOV,1.42 - 1.59,1.56
6.84% GOI 2022,GOI Securities,SOV,1.32 - 1.48,1.45
8.4% SIDBI 2021,Debenture,AAA,1.12 - 1.24,1.22
Tata Sons,Debenture,AAA,0.86 - 0.96,0.95
8.2% GOI 2025,Central Government Loan,SOV,0.81 - 0.91,0.89
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.79 - 0.87,0.86
7.35% GOI 2024,Central Government Loan,SOV,0.67 - 0.75,0.74
7.28% Power Finance Corp. 2022,Bonds,AAA,0.64 - 0.72,0.71
8.08% GOI 2022,Central Government Loan,SOV,0.59 - 0.66,0.65
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.56 - 0.62,0.61
7.6% Nat. Highways Authority 2022,Bonds,AAA,0.55 - 0.62,0.60
7.72% GOI 2025,Central Government Loan,SOV,0.45 - 0.51,0.50
8.24% GOI 2033,Central Government Loan,SOV,0.44 - 0.58,0.50
9.1106% LIC Housing Fin. 2020,Non Convertible Debenture,AAA,0.00 - 0.49,0.48
7.5% HDFC 2020,Debenture,AAA,0.44 - 0.48,0.48
8.525% LIC Housing Fin. 2020,Debenture,AAA,0.44 - 0.49,0.48
7.85% LIC Housing Fin. 2022,Non Convertible Debenture,AAA,0.43 - 0.49,0.48
8.25% Tata Sons 2021,Non Convertible Debenture,AAA,0.44 - 0.48,0.47
7.1% Power Finance Corp. 2022,Bonds/NCDs,AAA,0.43 - 0.48,0.47
7.85% L&T Finance 2020,Accrued Income,AAA,0.44 - 0.48,0.47
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 0.46,0.46
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.28 - 0.42,0.41
8.15% GOI 2022,Central Government Loan,SOV,0.37 - 0.41,0.40
769. HDFC Hybrid Equity Fund - Direct Plan
7.4% Tata Sons 2022,Debenture,AAA,2.53 - 2.83,2.78
8.75% Axis Bank 2022,Bonds,AA+,1.50 - 1.67,1.64
7.16% GOI 2023,Central Government Loan,SOV,1.42 - 1.59,1.56
6.84% GOI 2022,GOI Securities,SOV,1.32 - 1.48,1.45
8.4% SIDBI 2021,Debenture,AAA,1.12 - 1.24,1.22
Tata Sons,Debenture,AAA,0.86 - 0.96,0.95
8.2% GOI 2025,Central Government Loan,SOV,0.81 - 0.91,0.89
8.6% National Bank Agr. Rur. Devp 2022,Debenture,AAA,0.79 - 0.87,0.86
7.35% GOI 2024,Central Government Loan,SOV,0.67 - 0.75,0.74
7.28% Power Finance Corp. 2022,Bonds,AAA,0.64 - 0.72,0.71
8.08% GOI 2022,Central Government Loan,SOV,0.59 - 0.66,0.65
8.37% National Bank Agr. Rur. Devp 2021,Debenture,AAA,0.56 - 0.62,0.61
7.6% Nat. Highways Authority 2022,Bonds,AAA,0.55 - 0.62,0.60
7.72% GOI 2025,Central Government Loan,SOV,0.45 - 0.51,0.50
8.24% GOI 2033,Central Government Loan,SOV,0.44 - 0.58,0.50
9.1106% LIC Housing Fin. 2020,Non Convertible Debenture,AAA,0.00 - 0.49,0.48
7.5% HDFC 2020,Debenture,AAA,0.44 - 0.48,0.48
8.525% LIC Housing Fin. 2020,Debenture,AAA,0.44 - 0.49,0.48
7.85% LIC Housing Fin. 2022,Non Convertible Debenture,AAA,0.43 - 0.49,0.48
8.25% Tata Sons 2021,Non Convertible Debenture,AAA,0.44 - 0.48,0.47
7.1% Power Finance Corp. 2022,Bonds/NCDs,AAA,0.43 - 0.48,0.47
7.85% L&T Finance 2020,Accrued Income,AAA,0.44 - 0.48,0.47
8.98% Punjab National Bank,Zero Coupon Bonds,A,0.00 - 0.46,0.46
8.53% Power Finance Corp. 2020,Bonds/Debentures,AAA,0.28 - 0.42,0.41
8.15% GOI 2022,Central Government Loan,SOV,0.37 - 0.41,0.40
780. HDFC Retirement Savings Fund - Hybrid Debt Plan - Direct Plan
7.37% GOI 2023,GOI Securities,SOV,11.18 - 13.11,11.18
7.68% GOI 2023,GOI Securities,SOV,10.55 - 12.39,10.55
8.4% IRFC 2029,Debenture,AAA,0.00 - 7.90,7.55
7.93% Power Grid Corporation 2028,Bonds,AAA,0.00 - 7.68,7.35
6.79% GOI 2029,GOI Securities,SOV,0.00 - 7.38,7.15
9.33% Starlite Lighting 2021,Structured Obligation,A,0.00 - 7.13,6.92
8.75% State Bank of India,Bonds,AA+,6.50 - 7.85,6.50
8.95% Jamnagar Utilities and Power 2023,Debenture,AAA,3.60 - 4.32,3.60
11.25% Syndicate Bank 2050,Debenture,A+,0.00 - 3.46,2.93
9.25% Reliance Jio Infocomm 2024,Debenture,AAA,2.76 - 3.36,2.76
9.5% Union Bank of India 2048,Bonds,AA-,2.75 - 3.30,2.75
9.1% Power Finance Corp. 2029,Non Convertible Debenture,AAA,0.00 - 1.55,1.50
781. HDFC Retirement Savings Fund - Hybrid Debt Plan - Regular Plan
7.37% GOI 2023,GOI Securities,SOV,11.18 - 13.11,11.18
7.68% GOI 2023,GOI Securities,SOV,10.55 - 12.39,10.55
8.4% IRFC 2029,Debenture,AAA,0.00 - 7.90,7.55
7.93% Power Grid Corporation 2028,Bonds,AAA,0.00 - 7.68,7.35
6.79% GOI 2029,GOI Securities,SOV,0.00 - 7.38,7.15
9.33% Starlite Lighting 2021,Structured Obligation,A,0.00 - 7.13,6.92
8.75% State Bank of India,Bonds,AA+,6.50 - 7.85,6.50
8.95% Jamnagar Utilities and Power 2023,Debenture,AAA,3.60 - 4.32,3.60
11.25% Syndicate Bank 2050,Debenture,A+,0.00 - 3.46,2.93
9.25% Reliance Jio Infocomm 2024,Debenture,AAA,2.76 - 3.36,2.76
9.5% Union Bank of India 2048,Bonds,AA-,2.75 - 3.30,2.75
9.1% Power Finance Corp. 2029,Non Convertible Debenture,AAA,0.00 - 1.55,1.50
782. HDFC Retirement Savings Fund - Hybrid Equity Plan - Direct Plan
8.55% HDFC 2029,Debenture,AAA,0.00 - 8.49,7.74
9.1% Power Finance Corp. 2029,Non Convertible Debenture,AAA,0.00 - 8.63,7.46
6.84% GOI 2022,GOI Securities,SOV,3.05 - 4.78,3.05
8.95% Jamnagar Utilities and Power 2023,Debenture,AAA,2.99 - 4.78,2.99
8.75% State Bank of India,Bonds,AA+,2.55 - 4.10,2.55
7.93% Power Grid Corporation 2028,Bonds,AAA,0.00 - 1.92,1.53
11.25% Syndicate Bank 2050,Debenture,A+,0.00 - 1.64,1.06
7.68% GOI 2023,GOI Securities,SOV,0.94 - 1.47,0.94
7.37% GOI 2023,GOI Securities,SOV,0.77 - 1.21,0.77
9.25% Reliance Jio Infocomm 2024,Debenture,AAA,0.76 - 1.22,0.76
783. HDFC Retirement Savings Fund - Hybrid Equity Plan - Regular Plan
8.55% HDFC 2029,Debenture,AAA,0.00 - 8.49,7.74
9.1% Power Finance Corp. 2029,Non Convertible Debenture,AAA,0.00 - 8.63,7.46
6.84% GOI 2022,GOI Securities,SOV,3.05 - 4.78,3.05
8.95% Jamnagar Utilities and Power 2023,Debenture,AAA,2.99 - 4.78,2.99
8.75% State Bank of India,Bonds,AA+,2.55 - 4.10,2.55
7.93% Power Grid Corporation 2028,Bonds,AAA,0.00 - 1.92,1.53
11.25% Syndicate Bank 2050,Debenture,A+,0.00 - 1.64,1.06
7.68% GOI 2023,GOI Securities,SOV,0.94 - 1.47,0.94
7.37% GOI 2023,GOI Securities,SOV,0.77 - 1.21,0.77
9.25% Reliance Jio Infocomm 2024,Debenture,AAA,0.76 - 1.22,0.76
